"","Cluster","box","xmin","xmax","ymin","ymax","cluster_xmin","cluster_xmax","cluster_ymin","cluster_ymax","lidar_path","rgb_path","label","numeric_label"
"324",21,16,404811.57,404812.4,3284478.77,3284479.95,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"325",21,17,404812.62,404817.96,3284478.51,3284481.05,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"326",21,18,404818.01,404818.94,3284478.51,3284479.55,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"327",21,19,404831.51,404833.46,3284478.51,3284479.77,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"328",22,1,404819.35,404823.47,3284495.01,3284499.85,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"329",22,2,404823.64,404825.88,3284494.82,3284499.71,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"330",22,3,404807.52,404808.65,3284495.09,3284498.33,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"331",22,4,404809.13,404811.98,3284496.01,3284498.32,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"332",22,5,404813.45,404820.16,3284492.07,3284497.26,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"333",22,6,404807.52,404809.77,3284489.18,3284491.93,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"334",22,7,404819.51,404825.98,3284486.53,3284494.9,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"335",22,8,404809.59,404814.41,3284485.04,3284491.49,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"336",22,9,404807.5,404810.96,3284483.55,3284489,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"337",22,10,404807.52,404815.48,3284478.08,3284484.99,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"338",22,11,404810.85,404817.96,3284476.49,3284481.05,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"339",22,12,404818.01,404822.98,3284475.11,3284479.55,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"340",22,13,404807.52,404809.94,3284474.56,3284479.02,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"341",22,14,404811.77,404817.85,3284473.05,3284477.91,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"342",22,15,404820.65,404824.29,3284471.63,3284474.95,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"343",22,16,404823.68,404825.94,3284468.59,3284472.68,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"344",22,17,404812.51,404814.93,3284469.61,3284472.32,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"345",22,18,404820.2,404824.5,3284466.6,3284471.5,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"346",22,19,404817.33,404819.91,3284469.36,3284470.88,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"347",22,20,404812.01,404815.99,3284465.5,3284466.65,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"348",22,21,404822.1,404826.98,3284465.55,3284468.23,404806.69,404827.5,3284464.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"349",23,1,404950.05,404952.89,3284497.11,3284499.36,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"350",23,2,404951.81,404956.94,3284493.19,3284499.41,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"351",23,3,404949,404951.02,3284492.81,3284494,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"352",23,4,404959.73,404961.42,3284491.12,3284493.36,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"353",23,5,404953.31,404958.75,3284488.11,3284492.95,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"354",23,6,404945.24,404946.99,3284488.14,3284491.8,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"355",23,7,404947.01,404954.98,3284484.58,3284493.41,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"356",23,8,404953.02,404959.43,3284482.05,3284487.35,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"357",23,9,404960.09,404961.48,3284482.6,3284484.49,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"358",23,10,404946,404950.21,3284481.05,3284484.7,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"359",23,11,404949.01,404950.33,3284479.98,3284482.99,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"360",23,12,404956.06,404959.69,3284478.59,3284481.38,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"361",23,13,404941.5,404942.99,3284478.79,3284479.99,404940.5,404962.5,3284477.5,3284500.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"362",24,1,404881.88,404883.43,3284488.54,3284489.92,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"363",24,2,404888.56,404890.94,3284489.01,3284489.98,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"364",24,3,404899.5,404901.89,3284489.04,3284490,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"365",24,4,404875.59,404877.48,3284488.03,3284489.86,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"366",24,5,404912.56,404914.74,3284489,3284489.96,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"367",24,6,404877.5,404879.95,3284487.11,3284489.91,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"368",24,7,404890.05,404892.96,3284487.56,3284490,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"369",24,8,404885.02,404887.34,3284486.6,3284489.23,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"370",24,9,404893.64,404896.24,3284487.02,3284489.36,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"371",24,10,404887.72,404889.49,3284485.03,3284486.83,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"372",24,11,404910.02,404910.79,3284484.28,3284485.46,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"373",24,12,404888.03,404896.77,3284477.98,3284482.38,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"374",24,13,404875.65,404877.45,3284479.57,3284482.47,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"375",24,14,404883.59,404885.96,3284472.62,3284477.69,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"376",24,15,404899.3,404906.31,3284474.07,3284481,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"377",24,16,404914.08,404914.92,3284474.55,3284476.64,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"378",24,17,404911.13,404913.38,3284474.51,3284475.7,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"379",24,18,404885,404893.45,3284468.63,3284477.88,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"380",24,19,404893.53,404899.48,3284470.12,3284478.84,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"381",24,20,404898.51,404905.82,3284469.08,3284474.75,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"382",24,21,404875.52,404878.34,3284468.92,3284472.98,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"383",24,22,404888.58,404898.47,3284464.65,3284472.5,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"384",24,23,404913.59,404915,3284467.71,3284469.31,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"385",24,24,404905.09,404910.46,3284464.02,3284468.58,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"386",24,25,404877.05,404878.98,3284461.08,3284463.62,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"387",24,26,404887.21,404894.93,3284458.92,3284465.91,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"388",24,27,404903.2,404908.49,3284457.4,3284464,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"389",24,28,404914.24,404914.98,3284461.11,3284463.48,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"390",24,29,404908.59,404909.96,3284461.23,3284463.77,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"391",24,30,404896.98,404904.47,3284454.05,3284462.54,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"392",24,31,404884.63,404891.42,3284453.51,3284461.32,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"393",24,32,404891.23,404897.78,3284450.12,3284460.51,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"394",24,33,404908.51,404909.48,3284452.1,3284453.35,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"395",24,34,404912.23,404913.94,3284450.02,3284452.35,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"396",24,35,404883.04,404894.73,3284447.58,3284453.98,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"397",24,36,404880.13,404888.46,3284439.5,3284443.42,404874.5,404915.5,3284438.5,3284490.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"398",25,1,404855.08,404861.49,3284481.61,3284486,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"399",25,2,404852.53,404856.76,3284481.17,3284484.47,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"400",25,3,404874.83,404875.98,3284479.32,3284481.84,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"401",25,4,404870.63,404874.84,3284474.01,3284479.97,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"402",25,5,404860.1,404870.45,3284474.51,3284480.34,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"403",25,6,404853.74,404859.36,3284472.29,3284473.99,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"404",25,7,404861.6,404870.78,3284469.01,3284474.5,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"405",25,8,404871.02,404875.98,3284469.04,3284473.93,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"406",25,9,404859.57,404867.57,3284468.88,3284473.93,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"407",25,10,404861.03,404863.81,3284464.14,3284464.7,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"408",25,11,404864.36,404865.99,3284463.51,3284464.47,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"409",25,12,404868.06,404868.79,3284463.51,3284463.86,404851.5,404876.5,3284462.5,3284486.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"410",26,1,404809.94,404815.35,3284476.49,3284478,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"411",26,2,404820.7,404823.48,3284475.52,3284477.99,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"412",26,3,404835.2,404836,3284477.88,3284477.97,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"413",26,4,404815.53,404818.45,3284475.8,3284477.99,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"414",26,5,404832.09,404833.32,3284476.52,3284477.86,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"415",26,6,404811.77,404815.96,3284473.05,3284476.99,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"416",26,7,404828.04,404831.42,3284472.04,3284474.73,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"417",26,8,404820.65,404824.29,3284471.63,3284475.4,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"418",26,9,404831.52,404834.49,3284471.06,3284473.47,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"419",26,10,404823.55,404827.92,3284467.65,3284472.47,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"420",26,11,404812.51,404814.93,3284469.61,3284472.32,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"421",26,12,404820.2,404824.99,3284464.91,3284471.5,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"422",26,13,404817.33,404819.91,3284469.36,3284470.88,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"423",26,14,404812.01,404815.99,3284464.03,3284466.65,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"424",26,15,404822.54,404830.54,3284461.04,3284468.65,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"425",26,16,404813.37,404817.41,3284460.82,3284464.39,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"426",26,17,404837.65,404839.98,3284460.54,3284467.96,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"427",26,18,404831.11,404837.4,3284458.62,3284466.46,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"428",26,19,404812.22,404816.97,3284458.65,3284462.43,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"429",26,20,404808.52,404810.86,3284457.24,3284461.97,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"430",26,21,404816.86,404822.97,3284454.64,3284462.94,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"431",26,22,404823,404829.93,3284453.04,3284462.45,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"432",26,23,404836.16,404840,3284454.06,3284460.5,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"433",26,24,404824.27,404831.28,3284450.52,3284459.3,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"434",26,25,404831.5,404839.33,3284450.02,3284458.07,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"435",26,26,404815.67,404823.89,3284451.06,3284456.94,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"436",26,27,404808.52,404810.47,3284451.64,3284456.5,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"437",26,28,404808.64,404809.87,3284447.56,3284450.81,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"438",26,29,404815.26,404817.86,3284446.54,3284449.84,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"439",26,30,404823.03,404825.38,3284450.01,3284451,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"440",26,31,404810.59,404813.99,3284443.23,3284445.6,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"441",26,32,404837.09,404839.93,3284442.89,3284446.94,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"442",26,33,404808.69,404810.77,3284442.51,3284443.47,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"443",26,34,404825.5,404826.98,3284442.52,3284443.26,404807.5,404840.5,3284441.5,3284478.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"444",27,1,404828.04,404831.42,3284472.04,3284474.73,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"445",27,2,404846.52,404847.61,3284473.08,3284474.72,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"446",27,3,404853.6,404855.31,3284472.26,3284474.23,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"447",27,4,404831.52,404834.49,3284471.06,3284473.47,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"448",27,5,404823.5,404827.92,3284466.55,3284473.41,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"449",27,6,404823.54,404830.54,3284461.04,3284468.65,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"450",27,7,404838.52,404846.26,3284461.01,3284468.3,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"451",27,8,404831.54,404838.91,3284458.62,3284466.46,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"452",27,9,404843,404849.48,3284458.58,3284462.62,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"453",27,10,404837.65,404843.48,3284454.22,3284461.89,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"454",27,11,404823.51,404829.93,3284452.17,3284462.33,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"455",27,12,404843,404850.25,3284453.09,3284459.32,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"456",27,13,404823.78,404831.28,3284450.52,3284459.3,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"457",27,14,404831.5,404839.51,3284450.02,3284458.49,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"458",27,15,404855.55,404857.98,3284453.19,3284458.45,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"459",27,16,404846.07,404850.44,3284447.57,3284453.5,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"460",27,17,404837.09,404842.47,3284441.66,3284446.94,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"461",27,18,404845.61,404851.81,3284441.53,3284444.81,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"462",27,19,404825.13,404827.44,3284441.51,3284442.92,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"463",27,20,404832.05,404832.82,3284441.51,3284441.98,404822.5,404858.5,3284440.5,3284477.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"464",28,2,404926.56,404928.46,3284473.75,3284475.86,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"465",28,3,404942.52,404944.86,3284473.69,3284475.77,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"466",28,4,404935.94,404938.22,3284472.87,3284474.99,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"467",28,5,404939.51,404940.99,3284472.63,3284473.95,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"468",28,6,404945.51,404945.98,3284470.64,3284471.83,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"469",28,7,404926.54,404927.46,3284470.3,3284471.39,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"470",28,8,404932.5,404938.87,3284461.84,3284468.46,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"471",28,9,404940.15,404942.3,3284459.65,3284461.47,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"472",28,10,404926.5,404928.3,3284458.96,3284461.47,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"473",28,11,404931.18,404934.89,3284459.06,3284462.49,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"474",28,12,404945.04,404945.96,3284458.93,3284459.25,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"475",28,13,404933.51,404934.92,3284456.72,3284457.97,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"476",28,14,404938.5,404942.49,3284455.54,3284459.52,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"477",28,15,404928.54,404929.95,3284455.58,3284457.02,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"478",28,16,404926.58,404926.92,3284455.57,3284456.05,404925.5,404946.5,3284454.5,3284476.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"479",29,1,404829.8,404831.42,3284471.89,3284472.42,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"480",29,2,404832.99,404834.49,3284471.06,3284472.94,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"481",29,3,404825.52,404828.36,3284467.65,3284472.39,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"482",29,4,404825.51,404830.54,3284461.04,3284468.06,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"483",29,5,404838.52,404844.97,3284461.01,3284468.3,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"484",29,6,404831.54,404838.91,3284458.62,3284466.46,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"485",29,7,404842.55,404845,3284455.18,3284461.91,404824.5,404845.5,3284451.5,3284473.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
