"country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotID","plotSize","plotDim","pointID","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","crdSource","date","filtPos","plotPdop","plotHdop","appMods","plotEdge"
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","tower","basePlot","","TREE_051",1600,"40m x 40m","41",45.493513,-89.593698,"WGS84","16N",297340.538,5041048.251,0.24,465.25,0.33,459.86,467.85,1.78,125,"deciduousForest","Spodosols","Geo 7X (H-Star)",20150506,"323",3.7,2.3,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","basePlot","","TREE_002",1600,"40m x 40m","41",45.492352,-89.567786,"WGS84","16N",299360.969,5040854.208,0.25,456.6,0.49,454.96,461.21,0,0,"woodyWetlands","Alfisols","GeoXH 6000",20140925,"338",5.6,1.7,"bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","tower","basePlot","","TREE_050",1600,"40m x 40m","41",45.490088,-89.590099,"WGS84","16N",297609.421,5040658.736,0.25,467.62,0.34,461.74,474.89,1.49,168.7,"evergreenForest","Spodosols","Geo 7X (H-Star)",20150506,"321",16,7.7,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","tickPlot","","TREE_019",1600,"40m x 40m","41",45.494788,-89.575812,"WGS84","16N",298742.579,5041144.99,0.25,466.24,0.46,466.22,467.73,0.69,6.37,"mixedForest","Spodosols","GeoXH 6000",20141014,"301",6.3,2,"tck",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","mosquitoPoint","","TREE_034",0,"0m","41",45.49404,-89.564792,"WGS84","16N",299600.971,5041034.278,10.25,458,0.31,458,458,1.79,216.68,"woodyWetlands","Alfisols","Geo 7X (H-Star)",20141003,"302",3.5,1.7,"mos|mpt",0
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","basePlot","","TREE_015",1600,"40m x 40m","41",45.486975,-89.554896,"WGS84","16N",300349.16,5040224.704,0.28,460.22,0.4,460.22,465.98,8.42,334.4,"mixedForest","Spodosols","GeoXH 6000",20140923,"314",9.1,4.9,"bet|brd|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","basePlot","","TREE_009",1600,"40m x 40m","41",45.485853,-89.569416,"WGS84","16N",299210.533,5040136.261,0.29,452.7,0.4,448.52,452.7,0,0,"woodyWetlands","Alfisols","Geo 7X (H-Star)",20140924,"302",5.5,2.8,"cdw|dhp|div|hbp|vst",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","tower","basePlot","","TREE_042",1600,"40m x 40m","41",45.495224,-89.591102,"WGS84","16N",297549.487,5041231.774,0.29,466.04,0.4,463.9,467.13,0,0,"deciduousForest","Spodosols","Geo 7X (H-Star)",20141002,"301",6.8,2,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","tickPlot","","TREE_015",1600,"40m x 40m","41",45.485626,-89.55432,"WGS84","16N",300389.386,5040073.426,0.32,462.07,0.57,459.64,466.59,5.35,333.28,"mixedForest","Spodosols","Geo 7X (H-Star)",20140930,"340",4.9,2.8,"tck",40
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","mosquitoPoint","","TREE_031",0,"0m","41",45.485606,-89.55559,"WGS84","16N",300290.084,5040074.392,10.35,452.66,0.55,452.66,452.66,1.8,284.29,"woodyWetlands","Histosols","Geo 7X (H-Star)",20141001,"475",5,2.2,"mos|mpt",0
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","distributed","mosquitoPoint","","TREE_030",0,"0m","41",45.490278,-89.551149,"WGS84","16N",300653.635,5040582.358,10.45,466.8,0.51,466.8,466.8,3.29,111.6,"mixedForest","Spodosols","Geo 7X (H-Star)",20140929,"323",3.6,2.2,"mos|mpt",0
"unitedStates","WI","Lincoln","Great Lakes","D05","Treehaven","TREE","tower","phenology","primary","TREE_058",40000,"200m x 200m","C",45.491612,-89.594391,"WGS84","16N",297279.551,5040838.896,,472,,456.45,472,1.5,255.35,"","Spodosols","GIS",,,,,"phe",200
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_046",1600,"40m x 40m","41",39.034931,-95.1958,"WGS84","15N",309945.657,4322947.135,0.12,311.07,0.13,303.53,317.97,8.81,214.4,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141116,"303",3,1.5,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","phenology","phenocam","UKFS_061",40000,"200m x 200m","C",39.041751,-95.192176,"WGS84","15N",310277.542,4323696.5,,319,,319,322.82,2.32,258.96,"","Mollisols","GIS",,,,,"phe",200
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","phenology","primary","UKFS_065",40000,"200m x 200m","C",39.03675,-95.192681,"WGS84","15N",310220.502,4323142.521,,326,,283.08,326,10.43,146.85,"","Inceptisols","GIS",,,,,"phe",200
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","tickPlot","","UKFS_001",1600,"40m x 40m","41",39.037238,-95.198631,"WGS84","15N",309706.755,4323209.067,0.11,322.68,0.13,321.32,324.23,2.18,284.78,"deciduousForest","Mollisols","GeoXH 6000",20141111,"311",2,1.2,"tck",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","tickPlot","","UKFS_002",1600,"40m x 40m","41",39.045892,-95.207026,"WGS84","15N",309003.369,4324187.251,0.13,316.02,0.16,312.62,320.17,10.06,184.15,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141112,"445",2.8,1.6,"tck",40
"unitedStates","KS","Leavenworth","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","tickPlot","","UKFS_003",1600,"40m x 40m","41",39.053769,-95.187084,"WGS84","15N",310750.422,4325019.767,0.1,323.09,0.1,319.43,325.54,5.03,69.5,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141111,"306",2.4,1.2,"tck",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","tickPlot","","UKFS_030",1600,"40m x 40m","41",39.045115,-95.213433,"WGS84","15N",308446.758,4324114.5,0.1,321.86,0.13,320.66,322.46,1.89,187.95,"grasslandHerbaceous","Mollisols","GeoXH 6000",20141118,"240",1.4,0.8,"tck",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mammalGrid",,"UKFS_003",8100,"90m x 90m","E5",39.052134,-95.189278,"WGS84","15N",310556.177,4324842.87,0.17,322.81,0.16,322.81,322.81,5.22,103.39,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141111,"302",2.3,1.3,"mam",90
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mammalGrid",,"UKFS_007",8100,"90m x 90m","E5",39.03643,-95.203831,"WGS84","15N",309254.473,4323130.366,0.14,276.94,0.16,276.94,276.94,3.06,343.49,"deciduousForest","Mollisols","GeoXH 6000",20141112,"319",2.2,1.1,"mam",90
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mammalGrid",,"UKFS_009",8100,"90m x 90m","E5",39.046542,-95.20217,"WGS84","15N",309425.415,4324249.123,0.1,325.5,0.1,325.5,325.5,3.23,313.45,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141111,"121",1.4,0.7,"mam",90
"unitedStates","KS","Leavenworth","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mammalGrid",,"UKFS_010",8100,"90m x 90m","E5",39.05138,-95.186415,"WGS84","15N",310801.894,4324753.219,0.1,317.25,0.1,317.25,317.25,9.01,329.78,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141111,"313",1.9,1,"mam",90
"unitedStates","KS","Leavenworth","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mosquitoPoint","","UKFS_033",0,"0m","41",39.049961,-95.186535,"WGS84","15N",310787.748,4324595.954,10.1,323.42,0.11,323.42,323.42,3.37,99.32,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141111,"302",1.9,0.9,"mos|mpt",0
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_011",1600,"40m x 40m","41",39.032378,-95.18811,"WGS84","15N",310604.46,4322647.761,0.18,304.9,0.27,299.62,306.6,4.8,180,"deciduousForest","Inceptisols","GeoXH 6000",20141110,"312",3.5,1.4,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_012",1600,"40m x 40m","41",39.045695,-95.198264,"WGS84","15N",309761.214,4324146.927,0.11,312.06,0.14,312.06,320.78,3.38,270,"deciduousForest","Inceptisols","GeoXH 6000",20141109,"315",3.4,1.5,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_001",1600,"40m x 40m","41",39.037624,-95.196958,"WGS84","15N",309852.648,4323248.503,0.13,310.72,0.17,310.72,316.11,3.21,270,"deciduousForest","Inceptisols","GeoXH 6000",20141111,"303",2.3,1.4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_002",1600,"40m x 40m","41",39.046328,-95.208663,"WGS84","15N",308862.884,4324239.041,0.11,314.51,0.11,312.04,318.89,5.31,52.8,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141112,"699",3.8,1.4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","KS","Leavenworth","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_003",1600,"40m x 40m","41",39.052642,-95.188064,"WGS84","15N",310662.557,4324896.751,0.12,324.85,0.16,323.93,327.86,0,0,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141111,"366",1.9,0.9,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_047",1600,"40m x 40m","41",39.040155,-95.190753,"WGS84","15N",310396.498,4323516.39,0.1,316.58,0.16,312.93,320.31,6.84,90,"deciduousForest","Inceptisols","GeoXH 6000",20141115,"315",2.3,1.1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","birdGrid","ninePoints","UKFS_004",250000,"500m x 500m","B2",39.042165,-95.204289,"WGS84","15N",309230.252,4323767.809,0.1,304.29,0.1,304.29,304.29,8.9,289.49,"deciduousForest","Inceptisols","GeoXH 6000",20141115,"302",1.8,0.9,"brd",500
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mosquitoPoint","","UKFS_040",0,"0m","41",39.043998,-95.188805,"WGS84","15N",310575.377,4323938.865,10.1,323.67,0.1,323.67,323.67,5.12,241.15,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141113,"301",1.7,1,"mos|mpt",0
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_006",1600,"40m x 40m","41",39.033806,-95.198575,"WGS84","15N",309702.412,4322828.126,0.1,319.69,0.15,318.14,320.34,0,0,"deciduousForest","Mollisols","GeoXH 6000",20141111,"303",1.8,0.9,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_014",1600,"40m x 40m","41",39.039813,-95.195979,"WGS84","15N",309943.23,4323489.344,0.22,322.39,0.29,320.08,324.75,0,314.79,"deciduousForest","Mollisols","GeoXH 6000",20141113,"302",3.1,1.4,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mosquitoPoint","","UKFS_041",0,"0m","41",39.053555,-95.19707,"WGS84","15N",309885.612,4325016.836,10.1,327.76,0.1,327.76,327.76,2.02,186.55,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141110,"123",1.2,0.7,"mos|mpt",0
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_015",1600,"40m x 40m","41",39.0537,-95.2044,"WGS84","15N",309251.689,4325048.298,0.12,320.21,0.12,316.95,320.9,3.95,126.5,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141110,"374",2.5,1.1,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_008",1600,"40m x 40m","41",39.033692,-95.18991,"WGS84","15N",310452.205,4322797.309,0.13,280.81,0.16,280.06,285.47,0,0,"deciduousForest","Mollisols","GeoXH 6000",20141111,"312",2.6,1.5,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_017",1600,"40m x 40m","41",39.047565,-95.198346,"WGS84","15N",309759.116,4324354.649,0.1,324.41,0.11,323.83,326.73,0,270,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141109,"306",3,1.5,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Leavenworth","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_010",1600,"40m x 40m","41",39.052686,-95.185981,"WGS84","15N",310842.962,4324897.223,0.11,315.6,0.13,308,320.54,2.58,315,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141111,"301",2,1.2,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","tickPlot","","UKFS_018",1600,"40m x 40m","41",39.053205,-95.194659,"WGS84","15N",310093.336,4324972.975,0.1,325.76,0.13,324.77,327.15,3.31,193.65,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141113,"285",1.8,1,"tck",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mammalGrid",,"UKFS_018",8100,"90m x 90m","E5",39.051986,-95.193615,"WGS84","15N",310180.46,4324835.464,0.1,328,0.1,328,328,3.51,352.88,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20150610,"122",2.5,1.2,"mam",90
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_018",1600,"40m x 40m","41",39.053115,-95.192934,"WGS84","15N",310242.379,4324959.383,0.1,328.3,0.1,326.98,329.35,2.58,137.8,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141112,"124",1.4,0.7,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_013",1600,"40m x 40m","41",39.052723,-95.198461,"WGS84","15N",309763.068,4324927.385,0.1,322.67,0.1,320.5,324.16,2.29,329,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141112,"307",1.4,0.7,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_048",1600,"40m x 40m","41",39.034471,-95.191979,"WGS84","15N",310275.185,4322888.127,0.17,278.24,0.23,277.37,278.51,0,0,"deciduousForest","Mollisols","GeoXH 6000",20141116,"326",5.2,2.4,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mosquitoPoint","","UKFS_042",0,"0m","41",39.04424,-95.203365,"WGS84","15N",309315.86,4323996.139,10.17,322.5,0.31,322.5,322.5,4.93,225.97,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141113,"301",2.9,1.5,"mos|mpt",0
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_019",1600,"40m x 40m","41",39.031697,-95.195736,"WGS84","15N",309942.49,4322588.093,0.1,280.26,0.17,278.14,284.45,0,0,"deciduousForest","Mollisols","GeoXH 6000",20141110,"318",4.7,1.3,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_016",1600,"40m x 40m","41",39.042667,-95.188441,"WGS84","15N",310603.282,4323790.394,0.1,308.89,0.11,307.43,316.31,8.25,225,"deciduousForest","Inceptisols","GeoXH 6000",20141112,"303",2.2,1.1,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_020",1600,"40m x 40m","41",39.041883,-95.201236,"WGS84","15N",309493.721,4323730.111,0.12,311.65,0.22,304.05,316.86,8.87,270,"deciduousForest","Inceptisols","GeoXH 6000",20141110,"322",2.3,0.9,"div",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_021",1600,"40m x 40m","41",39.056126,-95.204458,"WGS84","15N",309253.227,4325317.681,0.13,311.97,0.16,304.6,320.04,13.6,359.9,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141110,"301",2.5,1.2,"div",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_022",1600,"40m x 40m","41",39.031783,-95.190874,"WGS84","15N",310363.606,4322587.468,0.18,278.83,0.21,276,283.45,0,0,"deciduousForest","Mollisols","GeoXH 6000",20141110,"302",4.8,2,"div",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","birdGrid","ninePoints","UKFS_013",250000,"500m x 500m","B2",39.051621,-95.200368,"WGS84","15N",309595.036,4324809.152,0.18,315.61,0.25,315.61,315.61,16.23,12.64,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141109,"286",2.3,1,"brd",500
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_025",1600,"40m x 40m","41",39.055332,-95.189542,"WGS84","15N",310541.885,4325198.339,0.1,327.07,0.1,326.03,328.96,1.6,3.5,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141110,"162",1.8,1.1,"cdw|dhp|div|hbp|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_050",1600,"40m x 40m","41",39.03596,-95.197909,"WGS84","15N",309765.848,4323065.795,0.22,324.51,0.19,321.67,324.51,0,0,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141116,"307",2.6,1.2,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_051",1600,"40m x 40m","41",39.043336,-95.193274,"WGS84","15N",310186.757,4323874.724,0.11,324.36,0.12,323.32,326.05,0,0,"evergreenForest","Mollisols","GeoXH 6000",20141115,"340",1.8,0.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_023",1600,"40m x 40m","41",39.036718,-95.20145,"WGS84","15N",309461.365,4323157.251,0.2,285.28,0.29,284.33,291.67,0,0,"deciduousForest","Inceptisols","GeoXH 6000",20141112,"317",3.7,1.5,"div",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_024",1600,"40m x 40m","41",39.041003,-95.189125,"WGS84","15N",310539.651,4323607.178,0.1,312.63,0.11,304.97,315.58,11.97,96.5,"deciduousForest","Inceptisols","GeoXH 6000",20141112,"302",2.4,1,"div",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","birdGrid","ninePoints","UKFS_063",250000,"500m x 500m","B2",39.034674,-95.191796,"WGS84","15N",310291.547,4322910.282,0.19,279.19,0.23,279.19,279.19,0.71,212.34,"deciduousForest","Mollisols","GeoXH 6000",20141110,"304",3,1.6,"brd",500
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_031",1600,"40m x 40m","41",39.036611,-95.192039,"WGS84","15N",310275.653,4323125.774,0.18,283.33,0.23,281.75,288.08,3.15,348.7,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141117,"311",3.8,1.4,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_027",1600,"40m x 40m","41",39.047411,-95.208356,"WGS84","15N",308892.382,4324358.584,0.1,322.98,0.1,321.95,323.44,0,0,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141112,"121",3.5,1.2,"div",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_026",1600,"40m x 40m","41",39.048635,-95.201118,"WGS84","15N",309522.088,4324479.3,0.1,325.8,0.1,324.47,327.25,2.52,172.4,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141113,"121",1.4,0.8,"div",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_029",1600,"40m x 40m","41",39.04604,-95.21039,"WGS84","15N",308712.649,4324210.775,0.1,321.91,0.1,320.44,322.61,0,0,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141112,"150",1.4,0.7,"div",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_030",1600,"40m x 40m","41",39.045453,-95.211766,"WGS84","15N",308592.025,4324148.461,0.1,322.91,0.15,322.17,323.76,0,0,"grasslandHerbaceous","Mollisols","GeoXH 6000",20141118,"123",1.4,0.7,"div",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_052",1600,"40m x 40m","41",39.036551,-95.195146,"WGS84","15N",310006.549,4323125.539,0.24,295.62,0.39,293.68,300.27,2.52,252.6,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141117,"302",2,1.1,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_028",1600,"40m x 40m","41",39.047511,-95.202461,"WGS84","15N",309402.891,4324357.337,0.1,325.29,0.1,323.64,326.44,0,0,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141110,"297",1.5,0.7,"div",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mosquitoPoint","","UKFS_034",0,"0m","41",39.039113,-95.206699,"WGS84","15N",309013.409,4323434.086,10.11,279.31,0.11,279.31,279.31,5.58,235.41,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141116,"301",1.8,0.9,"mos|mpt",0
"unitedStates","KS","Jefferson","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","birdGrid","ninePoints","UKFS_025",250000,"500m x 500m","B2",39.05501,-95.19004,"WGS84","15N",310497.874,4325163.62,0.1,329.18,0.1,329.18,329.18,2.66,80.22,"grasslandHerbaceous","Mollisols","Geo 7X (H-Star)",20141110,"145",1.6,0.8,"brd",500
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","tickPlot","","UKFS_004",1600,"40m x 40m","41",39.043188,-95.201,"WGS84","15N",309517.688,4323874.47,0.11,320,0.18,315.34,322.03,7.4,244.18,"deciduousForest","Inceptisols","GeoXH 6000",20141113,"311",1.6,0.8,"tck",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","mammalGrid",,"UKFS_004",8100,"90m x 90m","E5",39.041845,-95.202905,"WGS84","15N",309349.173,4323729.405,0.11,302.8,0.16,302.8,302.8,9.97,139.45,"deciduousForest","Inceptisols","GeoXH 6000",20141109,"322",2.8,1,"mam",90
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_032",1600,"40m x 40m","41",39.041659,-95.197031,"WGS84","15N",309857.15,4323696.422,0.12,302.47,0.19,297.77,306.22,4.8,79.6,"deciduousForest","Inceptisols","Geo 7X (H-Star)",20141118,"305",2.8,1.2,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","KS","Leavenworth","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_044",1600,"40m x 40m","41",39.038044,-95.187901,"WGS84","15N",310637.663,4323276.202,0.18,287.97,0.25,287.65,291.02,0,0,"deciduousForest","Inceptisols","GeoXH 6000",20141117,"303",2.8,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","distributed","basePlot","","UKFS_004",1600,"40m x 40m","41",39.043184,-95.202722,"WGS84","15N",309368.63,4323877.584,0.11,321.39,0.14,319.94,322.71,0,0,"deciduousForest","Mollisols","GeoXH 6000",20141109,"323",2.4,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_054",1600,"40m x 40m","41",39.034221,-95.189175,"WGS84","15N",310517.242,4322854.528,0.11,296.12,0.12,288.38,300.7,10.2,180,"deciduousForest","Inceptisols","GeoXH 6000",20141116,"317",2.7,1.2,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","KS","Douglas","Prairie Peninsula","D06","The University of Kansas Field Station","UKFS","tower","basePlot","","UKFS_043",1600,"40m x 40m","41",39.035201,-95.19441,"WGS84","15N",310066.693,4322974.185,0.1,292.06,0.18,287.28,298.05,10.59,239,"deciduousForest","Mollisols","Geo 7X (H-Star)",20141116,"303",3.5,1.3,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
